task,taskSettings,findings,name,complianceRuleCalc,is_enabled,tpaAdditionalParams,apps,status,owner,presets,action,type,id,description,actions,severity,category
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Virginia Consumer Data Protection Act,"{'bigidQuery': 'field IN (""classifier.Virginia Phone Number (Narrow)"", ""classifier.Virginia ZIP Code"", ""classifier.Virginia ZIP+4 Code near Term"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.US SSN"", ""classifier.MD::Password - MD"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"",  ""classifier.US MBI"", ""classifier.Common Hashed Passwords"", ""classifier.Medical Condition (English)"", ""classifier.MD::Card verification value (CVV) - MD"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Username and Explicit Password"", ""classifier.MD::Personal Identification Number (PIN) - MD"", ""classifier.MD::Credit Card - MD"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.US Full Name"", ""classifier.US Full Name (Wide)"", ""classifier.US Given Name"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name"", ""classifier.US Family Name (Wide)"", ""classifier.Individual Taxpayer Identification Number (ITIN)"", ""classifier.ITIN near Term"", ""classifier.Email and Cleartext Password"", ""classifier.US Bank Account Number"", ""classifier.US Passport Number"", ""classifier.US SSN near Term"", ""classifier.US Driver License Number"", ""classifier.ITIN near Term"", ""classifier.US SSN (Narrow)"", ""classifier.US Visa Number"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card (Narrow)"", ""classifier.Health Plan Beneficiary Number"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.Medical Record Number (MRN)"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.GeographicData"", ""classifier.Geolocation near Term"", ""classifier.Sexual Identity and Orientation (English)"", ""classifier.Sexual Identity and Orientation (English) (Narrow)"", ""classifier.Gender and Sex (English)"", ""classifier.Gender and Sex (English) (Narrow)"", ""classifier.Crime (English)"", ""classifier.Religion (English)"", ""classifier.US Ethnicity (Wide)"", ""classifier.US Ethnicity (Medium)"", ""classifier.Date of Birth (DOB)"", ""classifier.Partial Date of Birth (DOB)"", ""classifier.US Political Affiliation"", ""classifier.US Trade Union"", ""classifier.Age"", ""classifier.Street Number and Name (English)"", ""classifier.Country of Origin"", ""classifier.Income"", ""classifier.MD::Income - MD"", ""classifier.Last Four Credit Card Number Digits"", ""classifier.Personal identification number (PIN)"", ""classifier.MD::Personal Identification Number (PIN) - MD"", ""classifier.US Passport Number"", ""classifier.NER::Full Name"", ""First Name"", ""Given Name"", ""Last Name"", ""Family Name"", ""Full Name"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Email"", ""Credit Card Number"", ""Social Security Number (SSN)"", ""Password"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Medical Treatment"", ""Medical Condition"", ""Medication"", ""CVV"", ""PIN"", ""Bank Account Number"", ""Passport Number"", ""Driver’s License Number"", ""Health Plan Beneficiary Number"", ""Medical Record Number"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,61235795e3e49f1e4fe2cc08,"Virginia's Consumer Data Protection Act (VCDPA) regulates the collection and processing of personal data from Virginia residents by for-profit companies and organizations. The VCDPA defines “personal data” as any information that is linked or reasonably linkable to an identified or identifiable natural person. This includes personal sensitive information such as health information, geolocation data, racial or ethnic origin, unique personal identifiers, driver's license numbers, and biometric information.",[],medium,Virginia Consumer Data Protection Act
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Washington Data Breach Notification Law,"{'bigidQuery': 'field IN (""classifier.Washington Phone Number (Narrow)"", ""classifier.Washington ZIP Code"", ""classifier.Washington ZIP+4 Code near Term"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.US SSN"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"",""classifier.US MBI"", ""classifier.Common Hashed Passwords"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Username and Explicit Password"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.US Full Name"", ""classifier.US Given Name"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name"", ""classifier.US Family Name (Wide)"", ""classifier.Individual Taxpayer Identification Number (ITIN)"", ""classifier.Email and Cleartext Password"", ""classifier.US Bank Account Number"", ""classifier.US Passport Number"", ""classifier.US SSN near Term"", ""classifier.US Driver License Number"", ""classifier.ITIN near Term"", ""classifier.US SSN (Narrow)"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card (Narrow)"",""classifier.Health Plan Beneficiary Number"", ""classifier.Medical Record Number (MRN)"", ""classifier.US Full Name (Wide)"", ""classifier.MD::Social Security Number - MD"", ""classifier.MD::Driver\'s License Number - MD"", ""classifier.MD::Passport Number - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.NER::Full Name"", ""First Name"", ""Given Name"", ""Last Name"", ""Family Name"", ""Full Name"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Email"", ""Credit Card Number"", ""Social Security Number (SSN)"", ""Password"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Medical Treatment"", ""Medical Condition"", ""Medication"", ""CVV"", ""PIN"", ""Bank Account Number"", ""Passport Number"", ""Driver’s License Number"", ""Health Plan Beneficiary Number"", ""Medical Record Number"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,61235795e3e49f1e4fe2cc0a,"Washington's Data Breach Notification Law requires certain entities to provide notice upon a breach of security that results in the unauthorized acquisition of sensitive personally identifying information. This includes such information as a social security number, a driver's license number, a financial account number, and a password.",[],medium,Washington Data Breach Notification Law
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,West Virginia Consumer Credit and Protection Act,"{'bigidQuery': 'field IN (""classifier.West Virginia Phone Number (Narrow)"", ""classifier.West Virginia ZIP Code"", ""classifier.West Virginia ZIP+4 Code near Term"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.US SSN"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"",""classifier.US MBI"", ""classifier.Common Hashed Passwords"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Username and Explicit Password"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.US Full Name"", ""classifier.US Given Name"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name"", ""classifier.US Family Name (Wide)"", ""classifier.Individual Taxpayer Identification Number (ITIN)"", ""classifier.Email and Cleartext Password"", ""classifier.US Bank Account Number"", ""classifier.US Passport Number"", ""classifier.US SSN near Term"", ""classifier.US Driver License Number"", ""classifier.ITIN near Term"", ""classifier.US SSN (Narrow)"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card (Narrow)"",""classifier.Health Plan Beneficiary Number"", ""classifier.Medical Record Number (MRN)"", ""classifier.US Full Name (Wide)"", ""classifier.MD::Social Security Number - MD"", ""classifier.MD::Driver\'s License Number - MD"", ""classifier.MD::Passport Number - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.NER::Full Name"", ""First Name"", ""Given Name"", ""Last Name"", ""Family Name"", ""Full Name"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Email"", ""Credit Card Number"", ""Social Security Number (SSN)"", ""Password"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Medical Treatment"", ""Medical Condition"", ""Medication"", ""CVV"", ""PIN"", ""Bank Account Number"", ""Passport Number"", ""Driver’s License Number"", ""Health Plan Beneficiary Number"", ""Medical Record Number"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,61235795e3e49f1e4fe2cc0c,"West Virginia's Consumer Credit and Protection Act requires certain entities to provide notice upon a breach of security that results in the unauthorized acquisition of sensitive personally identifying information. This includes such information as a social security number, a driver's license number, a financial account number, and a password.",[],medium,West Virginia Consumer Credit and Protection Act
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Wisconsin Data Breach Notification Law,"{'bigidQuery': 'field IN (""classifier.Wisconsin Phone Number (Narrow)"", ""classifier.Wisconsin ZIP Code"", ""classifier.Wisconsin ZIP+4 Code near Term"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.US SSN"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"",""classifier.US MBI"", ""classifier.Common Hashed Passwords"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Username and Explicit Password"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.US Full Name"", ""classifier.US Given Name"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name"", ""classifier.US Family Name (Wide)"", ""classifier.Individual Taxpayer Identification Number (ITIN)"", ""classifier.Email and Cleartext Password"", ""classifier.US Bank Account Number"", ""classifier.US Passport Number"", ""classifier.US SSN near Term"", ""classifier.US Driver License Number"", ""classifier.ITIN near Term"", ""classifier.US SSN (Narrow)"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card (Narrow)"",""classifier.Health Plan Beneficiary Number"", ""classifier.Medical Record Number (MRN)"", ""classifier.US Full Name (Wide)"", ""classifier.MD::Social Security Number - MD"", ""classifier.MD::Driver\'s License Number - MD"", ""classifier.MD::Passport Number - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.NER::Full Name"", ""First Name"", ""Given Name"", ""Last Name"", ""Family Name"", ""Full Name"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Email"", ""Credit Card Number"", ""Social Security Number (SSN)"", ""Password"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Medical Treatment"", ""Medical Condition"", ""Medication"", ""CVV"", ""PIN"", ""Bank Account Number"", ""Passport Number"", ""Driver’s License Number"", ""Health Plan Beneficiary Number"", ""Medical Record Number"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,61235795e3e49f1e4fe2cc0e,"Wisconsin's Data Breach Notification Law requires certain entities to provide notice upon a breach of security that results in the unauthorized acquisition of sensitive personally identifying information. This includes such information as a social security number, a driver's license number, a financial account number, and a password.",[],medium,Wisconsin Data Breach Notification Law
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Wyoming Data Breach Notification Law,"{'bigidQuery': 'field IN (""classifier.Wyoming Phone Number (Narrow)"", ""classifier.Wyoming ZIP Code"", ""classifier.Wyoming ZIP+4 Code near Term"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.US SSN"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"",""classifier.US MBI"", ""classifier.Common Hashed Passwords"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Username and Explicit Password"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.US Full Name"", ""classifier.US Given Name"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name"", ""classifier.US Family Name (Wide)"", ""classifier.Individual Taxpayer Identification Number (ITIN)"", ""classifier.Email and Cleartext Password"", ""classifier.US Bank Account Number"", ""classifier.US Passport Number"", ""classifier.US SSN near Term"", ""classifier.US Driver License Number"", ""classifier.ITIN near Term"", ""classifier.US SSN (Narrow)"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card (Narrow)"",""classifier.Health Plan Beneficiary Number"", ""classifier.Medical Record Number (MRN)"", ""classifier.US Full Name (Wide)"", ""classifier.MD::Social Security Number - MD"", ""classifier.MD::Driver\'s License Number - MD"", ""classifier.MD::Passport Number - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.NER::Full Name"", ""First Name"", ""Given Name"", ""Last Name"", ""Family Name"", ""Full Name"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Email"", ""Credit Card Number"", ""Social Security Number (SSN)"", ""Password"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Medical Treatment"", ""Medical Condition"", ""Medication"", ""CVV"", ""PIN"", ""Bank Account Number"", ""Passport Number"", ""Driver’s License Number"", ""Health Plan Beneficiary Number"", ""Medical Record Number"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,61235795e3e49f1e4fe2cc10,"Wyoming's Data Breach Notification Law requires certain entities to provide notice upon a breach of security that results in the unauthorized acquisition of sensitive personally identifying information. This includes such information as a social security number, a driver's license number, a financial account number, and a password.",[],medium,Wyoming Data Breach Notification Law
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,District of Columbia Breach Notification Law,"{'bigidQuery': 'field IN (""classifier.District of Columbia Phone Number (Narrow)"", ""classifier.District of Columbia ZIP Code"", ""classifier.District of Columbia ZIP+4 Code near Term"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.US SSN"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"",""classifier.US MBI"", ""classifier.Common Hashed Passwords"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Username and Explicit Password"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.US Full Name"", ""classifier.US Given Name"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name"", ""classifier.US Family Name (Wide)"", ""classifier.Individual Taxpayer Identification Number (ITIN)"", ""classifier.Email and Cleartext Password"", ""classifier.US Bank Account Number"", ""classifier.US Passport Number"", ""classifier.US SSN near Term"", ""classifier.US Driver License Number"", ""classifier.ITIN near Term"", ""classifier.US SSN (Narrow)"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card (Narrow)"",""classifier.Health Plan Beneficiary Number"", ""classifier.Medical Record Number (MRN)"", ""classifier.US Full Name (Wide)"", ""classifier.MD::Social Security Number - MD"", ""classifier.MD::Driver\'s License Number - MD"", ""classifier.MD::Passport Number - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.NER::Full Name"", ""First Name"", ""Given Name"", ""Last Name"", ""Family Name"", ""Full Name"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Email"", ""Credit Card Number"", ""Social Security Number (SSN)"", ""Password"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Medical Treatment"", ""Medical Condition"", ""Medication"", ""CVV"", ""PIN"", ""Bank Account Number"", ""Passport Number"", ""Driver’s License Number"", ""Health Plan Beneficiary Number"", ""Medical Record Number"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,61235795e3e49f1e4fe2cc12,"District of Columbia's Breach Notification Law requires certain entities to provide notice upon a breach of security that results in the unauthorized acquisition of sensitive personally identifying information. This includes such information as a social security number, a driver's license number, a financial account number, and a password.",[],medium,District of Columbia Breach Notification Law
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Albania Protection of Personal Data Law,"{'bigidQuery': 'field IN (""classifier.Albanian IBAN"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db355,"Albania's Law no. 9887 on protection of personal data aims at defining the rules for the protection and legal processing of the personal data. It defines 'sensitive data' as any piece of information related to a natural person in relation to his racial or ethnic origin, political opinions, trade union membership, religious or philosophical beliefs, criminal prosecution, and data concerning his health and sexual life.",[],medium,Albania Protection of Personal Data Law
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Argentina Personal Data Protection Law,"{'bigidQuery': 'field IN (""classifier.Gender and Sex (Spanish)"", ""classifier.Gender and Sex (Spanish) (Wide)"", ""classifier.Argentinian Tax Identification Number (CUIT)"", ""classifier.Argentinian Employment Identification Number (CUIL)"", ""classifier.Spanish Family Name (Narrow)"", ""classifier.Spanish Family Name (Medium)"", ""classifier.Spanish Given Name (Narrow)"", ""classifier.Spanish Given Name (Medium)"", ""classifier.Income (Spanish)"", ""classifier.Religion (Spanish)"", ""classifier.Political Ideology (Spanish) (Wide)"", ""classifier.Political Ideology (Spanish)"", ""classifier.Employment Status (Spanish)"", ""classifier.Sexual Identity and Orientation (Spanish)"", ""classifier.Medical Treatment (Spanish)"", ""classifier.Medical Condition (Spanish)"", ""classifier.Crime (Spanish)"", ""classifier.Email"", ""Email"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db358,"The purpose of Argentina's personal data protection law no. 25,326 is to safeguard personal data recorded in files, registries, data banks, or other technical means of data processing. It defines 'sensitive data' as information referring to specific or determinable natural person that reveals racial and ethnic origin, political opinions, religious, philosophical or moral convictions, union affiliation and information regarding health or sex life.",[],medium,Argentina Personal Data Protection Law
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Australia Data Privacy Act,"{'bigidQuery': 'field IN (""classifier.Australian Superannuation Member Number near Term"", ""classifier.Australian Bank Account Number near Term"", ""classifier.Australian Bank Account Number near BSB"", ""classifier.Australian Medicare Card Number near Term"", ""classifier.Australian Tax File Number (TFN) near Term"", ""classifier.Australian Driver\'s License Number (Narrow)"", ""classifier.Australian Driver\'s License Number"", ""classifier.Australian Medicare Card Number"", ""classifier.Australian Tax File Number (TFN)"", ""classifier.Australian Phone Number near Term"", ""classifier.Australian Address"", ""classifier.Australian Postcode near Term (Medium)"", ""classifier.Australian Postcode near Term (Wide)"", ""classifier.Sexual Identity and Orientation (English)"", ""classifier.Gender and Sex (English)"", ""classifier.Crime (English)"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Date of Birth (DOB)"", ""classifier.US Given Name"", ""classifier.US Family Name"", ""classifier.Sexual Identity and Orientation (English) (Narrow)"", ""classifier.Gender and Sex (English) (Narrow)"", ""classifier.Age"", ""classifier.Marital Status"", ""classifier.Discharge Date"", ""classifier.Admission Date"", ""classifier.US Middle Name"", ""classifier.US Full Name"", ""classifier.US Full Name (Wide)"",""classifier.US Given Name (Wide)"", ""classifier.US Family Name (Wide)"", ""classifier.Australian Passport Number near Term"", ""classifier.Medical Record Number (MRN)"", ""classifier.Patient ID Number"", ""classifier.Email"", ""classifier.MD::Passport Number - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.MD::Phone Number - MD"", ""classifier.MD::Date of Birth - MD"", ""classifier.MD::Username - MD"", ""Email"", ""Sex"", ""Sexual Orientation"", ""Gender"", ""Crime"", ""Medical Record Number"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Medical History"", ""Date of Birth"", ""Admission Date"", ""Discharge Date"", ""Age"", ""Marital Status"", ""Race"", ""Ethnicity"", ""Education Information"", ""First Name"", ""Middle Name"", ""Last Name"", ""Full Name"", ""Account Name"", ""Social Media Name"", ""Given Name"", ""Family Name"", ""User Name"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db35a,"Australia's data privacy act aims to ensure that personal information in information and communications systems in the government and in the private sector are secured and protected. It defines 'Sensitive personal information' as personal information issued by government agencies peculiar to an individual, or about an individual's race, ethnic origin, marital status, age, color, health, education, genetic or sexual life.",[],medium,Australia Data Privacy Act
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Austria Data Protection Act,"{'bigidQuery': 'field IN (""classifier.Austrian Social Security Number"", ""classifier.Austrian IBAN"", ""classifier.Email"", ""classifier.Public IPv4 Address"", ""classifier.IPv6"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.Explicit Password"", ""classifier.Common Hashed Passwords"", ""classifier.MAC Address"", ""classifier.IMEI"", ""classifier.Android ID"", ""classifier.Apple IDFA"", ""Email"", ""IP Address"", ""International Mobile Equipment Identity (IMEI)"", ""MAC Address"", ""Advertising ID"", ""Cookie Identifiers"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db35c,"Austria's Data Protection Act ('Datenschutzgesetz', or 'DSG'), that was last amended in 2018, establishes the basic right to data protection for everyone. The act defines 'Personal data' as all information that relates to a data subject, such as an identification number, location data, online identifier or characteristics that express a physical, physiological, genetic, psychological, economic, cultural or social identity.",[],medium,Austria Data Protection Act
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Azerbaijan Law on Personal Data,"{'bigidQuery': 'field IN (""classifier.Azerbaijani IBAN"", ""classifier.MAC Address"", ""classifier.Email"", ""classifier.Public IPv4 Address"", ""classifier.IPv6"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"", ""classifier.Common Hashed Passwords"", ""classifier.Android ID"", ""classifier.Apple IDFA"", ""classifier.IMEI"", ""Email"", ""IP Address"", ""International Mobile Equipment Identity (IMEI)"", ""MAC Address"", ""Advertising ID"", ""Cookie Identifiers"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db35f,"Azerbaijan's law on personal data regulates the collection, processing and protection of personal data. It defines 'Personal data' as data that identifies, directly or indirectly, a person, such as a personal identification number, or data relating to race, nationality, family life, religion, health or conviction.",[],medium,Azerbaijan Law on Personal Data
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Bahrain Personal Data Protection Law,"{'bigidQuery': 'field IN (""classifier.Bahraini IBAN"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"", ""classifier.Common Hashed Passwords"", ""Email"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db361,"Bahrain's personal data protection law (PDPL) law no. 30 of 2018 contains provisions regarding the protection of personal data. It defines 'Sensitive personal data' as personal information that discloses an individual's racial or ethnic origin, political or philosophical opinions, religious beliefs, trade union affiliation, criminal record, or any information in relation to health or sexuality.",[],medium,Bahrain Personal Data Protection Law
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Belgium Data Protection Act,"{'bigidQuery': 'field IN (""classifier.Belgian IBAN"", ""classifier.Belgium National Number"", ""classifier.Email"", ""Email"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db364,"Belgium's data protection act of 30 July 2018 applies to the processing of personal data, including data that reveals racial or ethnic origin, political opinions, religious or philosophical convictions or membership of a trade union, as well as genetic and biometric data, health data, data relating to criminal prosecutions, sexual behavior or sexual orientation.",[],medium,Belgium Data Protection Act
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Bosnia Protection of Personal Data,"{'bigidQuery': 'field IN (""classifier.Bosnian IBAN"", ""classifier.Email"", ""Email"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db366,"The purpose of Bosnia's protection of personal data law is to secure every individual's right to privacy with regard to the processing of personal data relating to them. It defines 'special categories of data' as personal data revealing racial origin, nationality, national or ethnic origin, political opinion or party affiliation, trade union affiliation, religious, philosophical or other beliefs, health data, genetic code, sexual life, criminal convictions, or biometric data.",[],medium,Bosnia Protection of Personal Data
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,British Virgin Islands Data Protection Act,"{'bigidQuery': 'field IN (""classifier.British Virgin Islands IBAN"", ""classifier.Sexual Identity and Orientation (English)"", ""classifier.Crime (English)"", ""classifier.Religion (English)"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Email"", ""Email"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db368,"The objects of the British Virgin Island's data protection act, 2021, are to safeguard the processing of personal data and to promote transparency and accountability in that processing. It defines 'sensitive personal data' as personal data about a data subject's physical or mental health, sexual orientation, political opinions, religious beliefs or criminal convictions.",[],medium,British Virgin Islands Data Protection Act
